ID;Name;URL;Strength;Served;Difficulty;Bourbon / American Whiskey;Tequila;Gin;Liqueurs;Rye Whiskey;Vodka;Brandy / Cognac;Cachaça;Mezcal;Scotch;Rum;Irish Whiskey;Vermouth / Aperitif Wine;Canadian Whisky;Absinthe;Beer;Whiskey;Non-alcoholic;Pisco;Japanese Whisky;Salty/Savory;Sweet;Creamy;Spicy;Sour;Fruity/Citrus-forward;Spirit-forward;Bitter;Bubbly;Modern Classics;Classics;Martinis;Margaritas;Hot;Tiki / Tropical;Punches;Frozen / Blended;Shots;Non-Alcoholic;Stirred;Shaken;Blended;Cooked/Heated
276;Grape Escape;http://liquor.com/recipes/grape-escape/;0.5;0.5;1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
277;Coquito;http://liquor.com/recipes/coquito/;0.5;0.33;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0.04
278;Stoli Blueberi Fog;http://liquor.com/recipes/stoli-blueberi-fog/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
279;Black Ship;http://liquor.com/recipes/black-ship/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
280;(ri)1 Spiced Rye Punch;http://liquor.com/recipes/ri1-spiced-rye-punch/;0.5;0.33;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
281;Hera’s Crown;http://liquor.com/recipes/heras-crown/;0.25;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0.04;0;0
282;Jack-o-Lantern Punch;http://liquor.com/recipes/jack-o-lantern-punch/;0.5;0.5;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
283;Bloody-tini;http://liquor.com/recipes/bloody-tini/;0.25;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
284;Safe Kicker;http://liquor.com/recipes/safe-kicker/;0.5;0.5;1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
285;Cocoa Loco;http://liquor.com/recipes/cocoa-loco/;0.5;1;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04
286;Horni Toddy;http://liquor.com/recipes/horni-toddy/;0.25;1;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0;0
287;Irish Blonde;http://liquor.com/recipes/irish-blonde/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
288;Pumpkin & Spice;http://liquor.com/recipes/pumkpin-spice/;0.5;0.33;1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
289;Negroni Sbagliato;http://liquor.com/recipes/negroni-sbagliato/;0.25;0.33;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.07;0.07;0;0.1;0;0;0;0;0.1;0;0;0;0.04;0;0;0
290;Finlandia Vodka Midnight Sun Martini;http://liquor.com/recipes/finlandia-vodka-midnight-sun-martini/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
291;Pear & Cranberry Fizz;http://liquor.com/recipes/pear-cranberry-fizz/;0.5;0.33;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
292;Eden’s Apple;http://liquor.com/recipes/edens-apple/;0.5;0.75;1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0.1;0;0;0;0;0;0;0.04;0;0
293;Beachbum’s Own;http://liquor.com/recipes/beachbums-own/;1;0.33;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0
294;Autumn Wassail;http://liquor.com/recipes/autumn-wassail/;0.5;0.75;1;0;0;0;0;0;0;0.1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0.04
295;Zacapa Hot Toddy;http://liquor.com/recipes/zacapa-hot-toddy/;0.25;1;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.04;0;0
296;Midnight Prayer;http://liquor.com/recipes/midnight-prayer/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
297;(ri)1 Clove & Oak;http://liquor.com/recipes/ri1-clove-oak/;0.5;0.5;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
298;Mint Muse;http://liquor.com/recipes/mint-muse/;0.5;0.33;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
299;The Flanders;http://liquor.com/recipes/the-flanders/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
300;Mexican Punch;http://liquor.com/recipes/mexican-punch/;0.5;0.33;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
301;Hendrick’s Breakfast Martini;http://liquor.com/recipes/hendricks-breakfast-martini/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0
302;Apples & Pears;http://liquor.com/recipes/apples-pears/;0.5;0.33;1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
303;Mojito Italiano;http://liquor.com/recipes/mojito-italiano/;0.5;0.33;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0.07;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
304;Maker’s Mark Mojito;http://liquor.com/recipes/makers-mark-mojito/;0.5;0.33;1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
305;Fashionable Manhattan;http://liquor.com/recipes/fashionable-manhattan/;0.5;0.5;1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
306;Summer’s End;http://liquor.com/recipes/summers-end/;0.5;0.5;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
307;Northern Spy;http://liquor.com/recipes/northern-spy/;0.25;0.5;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
308;Smuggler’s Cove Straits Sling;http://liquor.com/recipes/smugglers-cove-straits-sling/;0.5;0.33;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0.07;0.07;0;0;0;0;0;0.1;0;0;0;0;0.04;0;0;0
309;Hudson Highland Cup;http://liquor.com/recipes/hudson-highland-cup/;0.5;0.33;0.5;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
310;Roosevelt Cocktail;http://liquor.com/recipes/roosevelt-cocktail/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
311;Don Julio Hot Nantucket Night;http://liquor.com/recipes/don-julio-hot-nantucket-night/;0.5;0.33;1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
312;Mata Hari;http://liquor.com/recipes/mata-hari/;0.5;0.5;1;0;0;0;0;0;0;0.1;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
313;Bourbon Manhattan;http://liquor.com/recipes/bourbon-manhattan/;1;0.5;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
314;Red Red “Vine”;http://liquor.com/recipes/red-red-vine/;0.5;0.33;1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
315;Fat Like Buddha Cocktail;http://liquor.com/recipes/fat-like-buddha-cocktail/;1;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
316;Smoky Paloma;http://liquor.com/recipes/smoky-paloma/;0.5;0.33;1;0;0.1;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
317;La Fleur de Paradis;http://liquor.com/recipes/la-fleur-de-paradis/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
318;Beefeater French 75;http://liquor.com/recipes/french-75/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
319;Sunset Gold;http://liquor.com/recipes/sunset-gold/;1;0.33;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
320;Cardamom and Pop Punch;http://liquor.com/recipes/cardamom-and-pop-punch/;0.5;0.5;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
321;Hanky Panky;http://liquor.com/recipes/hanky-panky/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
322;Stoli Bloody Mary;http://liquor.com/recipes/stoli-bloody-mary/;0.5;0.33;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
323;Side by Sidecar;http://liquor.com/recipes/side-by-sidecar/;0.5;0.5;0.5;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
324;Bowery Orchard;http://liquor.com/recipes/bowery-orchard/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
325;Bulleit Sazerac;http://liquor.com/recipes/bulleit-sazerac/;0.25;0.5;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
326;VeeV Eco Mojito;http://liquor.com/recipes/veev-eco-mojito/;0.5;0.33;1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0
327;Start Me Up!;http://liquor.com/recipes/start-me-up/;0.5;0.33;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
328;Barbados Rum Punch;http://liquor.com/recipes/barbados-rum-punch/;0.5;0.33;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0.04;0;0
329;Spiced Chocolate;http://liquor.com/recipes/spiced-chocolate/;1;0.5;0.5;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0;0;0.07;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
330;Perfect Storm;http://liquor.com/recipes/perfect-storm/;0.25;0.33;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0
331;24 Martini;http://liquor.com/recipes/24-martini/;1;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0.04;0;0;0
332;Deshler;http://liquor.com/recipes/deshler/;0.5;0.5;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
333;Cable Car;http://liquor.com/recipes/cable-car/;0.5;0.5;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
334;Harvey Wallbanger;http://liquor.com/recipes/harvey-wallbanger/;0.5;0.33;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
335;Everest;http://liquor.com/recipes/everest/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0.07;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
336;Cherry Bomb;http://liquor.com/recipes/cherry-bomb/;0.5;0.33;0.5;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0.07;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
337;Sans-Culottes;http://liquor.com/recipes/sans-culottes/;0.5;0.33;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
338;Campari Sparkling Passion;http://liquor.com/recipes/campari-sparkling-passion/;0.25;0.5;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0.07;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
339;Campari Açaí Brunch Punch;http://liquor.com/recipes/campari-acai-brunch-punch/;0.5;0.33;1;0;0;0;0;0;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
340;Kamikaze;http://liquor.com/recipes/kamikaze/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.04;0;0
341;Pama Party Punch;http://liquor.com/recipes/pama-party-punch/;0.5;0.33;0.5;0;0;0;0.1;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
342;Knob Creek Old Fashioned;http://liquor.com/recipes/knob-creek-old-fashioned/;0.5;0.33;0.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
343;Montford Spritz;http://liquor.com/recipes/montford-spritz/;1;0.33;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
344;Firecracker;http://liquor.com/recipes/firecracker/;1;0.33;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.04;0;0;0
345;Greenpoint;http://liquor.com/recipes/greenpoint/;1;0.5;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
346;Midnight Martinez;http://liquor.com/recipes/midnight-martinez/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
347;VeeV Marguerite;http://liquor.com/recipes/veev-marguerite/;0.5;0.33;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
348;Summerlin;http://liquor.com/recipes/summerlin/;0.5;0.33;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
349;Bulleit Perfect Manhattan;http://liquor.com/recipes/bulleit-perfect-manhattan/;0.5;0.33;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
350;Euro;http://liquor.com/recipes/euro/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
351;The Lone Ranger;http://liquor.com/recipes/the-lone-ranger/;0.5;0.33;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
352;1792 Kentucky White Dog Julep;http://liquor.com/recipes/1792-kentucky-white-dog-julep/;1;0.33;1;0.1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
353;Kirsch au Café;http://liquor.com/recipes/kirsch-au-cafe/;0.5;0.5;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0
354;Cape Codder;http://liquor.com/recipes/cape-codder/;0.5;0.33;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
355;“Dirty Martini”;http://liquor.com/recipes/dirty-martini-2/;0.5;0.5;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
356;Spazerac;http://liquor.com/recipes/spazerac/;1;0;1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.04;0
357;The Maxwell Cocktail;http://liquor.com/recipes/the-maxwell-cocktail/;0.5;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
358;The Bacchanalian;http://liquor.com/recipes/the-bacchanalian/;0.5;0.33;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
359;Nueva Playa del Sur;http://liquor.com/recipes/nueva-playa-del-sur/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
360;Karlsson’s Bloody Mary;http://liquor.com/recipes/karlssons-bloody-mary/;0.5;0.33;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
361;Black Pepper Gibson;http://liquor.com/recipes/black-pepper-gibson/;1;0.5;0.5;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.07;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0.04;0;0;0
362;Swedish Mule;http://liquor.com/recipes/swedish-mule/;0.5;0.33;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
363;Martha Washington Punch;http://liquor.com/recipes/martha-washington-punch/;0.5;0.33;1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0;0;0;0;0;0;0.1;0;0;0;0.04;0;0;0
364;Jane Russell;http://liquor.com/recipes/jane-russell/;1;0.5;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
365;Black Cherry Cola;http://liquor.com/recipes/black-cherry-cola/;0.5;0.33;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.07;0;0;0.07;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
366;Becharita;http://liquor.com/recipes/becharita/;1;0.33;0.5;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0;0;0.07;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
367;The Treasure Margarita;http://liquor.com/recipes/the-treasure-margarita/;0.5;0.5;1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0.04;0;0
368;Honey Berry Sling;http://liquor.com/recipes/honey-berry-sling/;0.5;0.33;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.04;0;0;0
369;Tully-Tini;http://liquor.com/recipes/tully-tini/;0.5;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.04;0;0
370;Batida Rosa;http://liquor.com/recipes/batida-rosa/;0.5;0.33;0.5;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.07;0.07;0;0;0.07;0;0;0;0;0;0.1;0;0;0;0;0;0.04;0;0
371;The Original Sazerac;http://liquor.com/recipes/the-original-sazerac/;1;0.5;0.5;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0.1;0;0;0;0;0;0;0;0;0.04;0;0;0
